run_id,timestamp,prompt_id,dataset,category,split,system,repeat_idx,prompt_template_version,parser_version,route_chosen,route_attempt_sequence,escalations_count,decision_reason,final_answer_source,reasoning_mode,symbolic_parse_success,sympy_solve_success,repair_attempted,repair_success,repair_trigger_reason,previous_raw_len,previous_action_id,answer_raw,answer_parsed,parse_success,ground_truth,correct,total_latency_ms,timeout_flag,timeout_policy_version,action_timeout_sec_used,timeout_reason,energy_start_mwh,energy_end_mwh,energy_delta_mwh,energy_per_prompt_mwh,error_code,model_name,quantization,temperature,top_p,top_k,seed,timeout_sec,config_version,router_version
hybrid_v3_20260222_132822,2026-02-22T13:28:23.804134,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,1.452,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:23.805389,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.851,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:23.906582,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.660,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.007706,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.643,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.008422,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.483,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.109890,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,1.063,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.211438,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.973,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.212743,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,0.918,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.314267,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,1.032,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.415914,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,1.071,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.417874,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: 710 / 142 = 5],5,1,5,1,1.636,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.518988,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: 710 / 142 = 5],5,1,5,1,0.754,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.620156,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: 710 / 142 = 5],5,1,5,1,0.645,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.621104,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.573,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.722313,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.724,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:24.823526,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.703,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:25.018563,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['27 = -4*d - 5*z - 9', '4*z + 12 = d'] solve d -> -4]",-4,1,-4,1,194.657,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:25.130492,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['27 = -4*d - 5*z - 9', '4*z + 12 = d'] solve d -> -4]",-4,1,-4,1,11.528,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:25.242082,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['27 = -4*d - 5*z - 9', '4*z + 12 = d'] solve d -> -4]",-4,1,-4,1,11.238,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:25.284890,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['c + c - 5*p = -25', '5 = 2*c + p'] solve c -> 0]",0,1,0,1,42.523,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:25.397244,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['c + c - 5*p = -25', '5 = 2*c + p'] solve c -> 0]",0,1,0,1,12.012,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:25.508719,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['c + c - 5*p = -25', '5 = 2*c + p'] solve c -> 0]",0,1,0,1,11.122,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:25.532395,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['0 = -37*o + 41*o - 8'] solve o -> 2],2,1,2,1,23.397,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:25.640073,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['0 = -37*o + 41*o - 8'] solve o -> 2],2,1,2,1,7.370,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:25.747097,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['0 = -37*o + 41*o - 8'] solve o -> 2],2,1,2,1,6.712,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:25.787893,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['15 = o + 2*t + 4', '-18 = -3*o - t'] solve o -> 5]",5,1,5,1,40.573,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:25.899144,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['15 = o + 2*t + 4', '-18 = -3*o - t'] solve o -> 5]",5,1,5,1,10.946,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:26.014591,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['15 = o + 2*t + 4', '-18 = -3*o - t'] solve o -> 5]",5,1,5,1,15.103,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:26.402898,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['4*t**3 - 648*t**2 + 34992*t - 629856 = 0'] solve t -> 54],54,1,54,1,388.000,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:26.514852,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['4*t**3 - 648*t**2 + 34992*t - 629856 = 0'] solve t -> 54],54,1,54,1,11.564,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:26.626063,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['4*t**3 - 648*t**2 + 34992*t - 629856 = 0'] solve t -> 54],54,1,54,1,10.902,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:26.670369,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['4*b - 4 = 4*p', '0 = -2*b - 2*p - 2*p + 14'] solve b -> 3]",3,1,3,1,44.025,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:26.782463,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['4*b - 4 = 4*p', '0 = -2*b - 2*p - 2*p + 14'] solve b -> 3]",3,1,3,1,11.723,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:26.894701,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['4*b - 4 = 4*p', '0 = -2*b - 2*p - 2*p + 14'] solve b -> 3]",3,1,3,1,11.832,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:26.913515,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['5*m - 7 - 18 = 0'] solve m -> 5],5,1,5,1,18.588,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:27.020460,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['5*m - 7 - 18 = 0'] solve m -> 5],5,1,5,1,6.579,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
hybrid_v3_20260222_132822,2026-02-22T13:28:27.127385,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['5*m - 7 - 18 = 0'] solve m -> 5],5,1,5,1,6.605,0,v3_cost_cap_1,,,220.00,2381.00,2161.00,54.02,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.0
