run_id,timestamp,prompt_id,dataset,category,split,system,repeat_idx,action_id,grammar_enabled,grammar_version,max_tokens_budget,prompt_template_version,parser_version,answer_raw,answer_parsed,parse_success,ground_truth,correct,total_latency_ms,timeout_flag,energy_start_mwh,energy_end_mwh,energy_delta_mwh,energy_per_prompt_mwh,error_code,e7_http_status,e7_exception_type,e7_tokens_predicted,e7_stop_type,e7_prompt_len_chars,e7_raw_preview,model_name,quantization,temperature,top_p,top_k,seed,timeout_sec,config_version
v1_a2_nogrammar_20260221_182111,2026-02-21T18:25:18.247130,AR_000009,deepmind_math,AR,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,5,5,1,5,1,1638.677,0,7783.00,9339.00,1556.00,38.90,E0,200,,2,stop,149,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:25:20.003266,AR_000009,deepmind_math,AR,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,5,5,1,5,1,1655.605,0,7783.00,9339.00,1556.00,38.90,E0,200,,2,stop,149,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:25:28.216321,AR_000010,deepmind_math,AR,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,-4.0048,-4.0048,1,-4,0,8212.604,0,7783.00,9339.00,1556.00,38.90,E1,200,,6,stop,153,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:25:33.341030,AR_000010,deepmind_math,AR,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,-4.0048,-4.0048,1,-4,0,5023.976,0,7783.00,9339.00,1556.00,38.90,E1,200,,6,stop,153,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:25:38.414137,AR_000010,deepmind_math,AR,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,-4.0048,-4.0048,1,-4,0,4972.586,0,7783.00,9339.00,1556.00,38.90,E1,200,,6,stop,153,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:25:56.724152,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,The final numeric answer for d is 6.,6,1,-4,0,18309.528,0,7783.00,9339.00,1556.00,38.90,E3,200,,11,stop,168,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:26:05.944675,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,The final numeric answer for d is 6.,6,1,-4,0,9119.972,0,7783.00,9339.00,1556.00,38.90,E3,200,,11,stop,168,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:26:15.136635,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,The final numeric answer for d is 6.,6,1,-4,0,9091.409,0,7783.00,9339.00,1556.00,38.90,E3,200,,11,stop,168,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:26:19.323018,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,c = -5,-5,1,0,0,4185.954,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,165,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:26:23.579551,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,c = -5,-5,1,0,0,4156.040,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,165,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:26:27.837654,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,c = -5,-5,1,0,0,4157.579,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,165,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:26:37.722086,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,o = 8/94 = 4/47,0.0851063829787234,1,2,0,9883.967,0,7783.00,9339.00,1556.00,38.90,E3,200,,12,stop,155,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:26:47.724077,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,o = 8/94 = 4/47,0.0851063829787234,1,2,0,9901.494,0,7783.00,9339.00,1556.00,38.90,E3,200,,12,stop,155,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:26:57.737175,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,o = 8/94 = 4/47,0.0851063829787234,1,2,0,9912.560,0,7783.00,9339.00,1556.00,38.90,E3,200,,12,stop,155,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:01.900953,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,o = -6,-6,1,5,0,4163.280,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,167,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:06.154849,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,o = -6,-6,1,5,0,4153.376,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,167,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:10.420425,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,o = -6,-6,1,5,0,4165.049,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,167,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:14.567819,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,t = 36,36,1,54,0,4146.936,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,178,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:18.769038,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,t = 36,36,1,54,0,4100.605,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,178,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:22.973008,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,t = 36,36,1,54,0,4103.300,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,178,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:27.159496,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,b = 5,5,1,3,0,4185.796,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,175,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:31.410494,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,b = 5,5,1,3,0,4150.468,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,175,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:35.674597,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,b = 5,5,1,3,0,4163.585,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,175,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:40.648166,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,m = 5.,5,1,5,1,4972.857,0,7783.00,9339.00,1556.00,38.90,E0,200,,6,stop,151,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:45.707167,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,m = 5.,5,1,5,1,4958.476,0,7783.00,9339.00,1556.00,38.90,E0,200,,6,stop,151,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:50.784173,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,m = 5.,5,1,5,1,4976.491,0,7783.00,9339.00,1556.00,38.90,E0,200,,6,stop,151,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:27:59.242785,ALG_000008,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,z = 8,8,1,-3,0,8458.144,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,155,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:28:03.506110,ALG_000008,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,z = 8,8,1,-3,0,4162.799,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,155,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:28:07.754177,ALG_000008,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,z = 8,8,1,-3,0,4147.549,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,155,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:28:26.054207,ALG_000009,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,The final numeric answer for m is 10.,10,1,0,0,18299.528,0,7783.00,9339.00,1556.00,38.90,E3,200,,11,stop,173,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:28:35.292109,ALG_000009,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,The final numeric answer for m is 10.,10,1,0,0,9137.352,0,7783.00,9339.00,1556.00,38.90,E3,200,,11,stop,173,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:28:44.479447,ALG_000009,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,The final numeric answer for m is 10.,10,1,0,0,9086.792,0,7783.00,9339.00,1556.00,38.90,E3,200,,11,stop,173,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:28:52.974058,ALG_000010,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,f = -4,-4,1,-7,0,8494.087,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,152,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:28:57.236918,ALG_000010,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,f = -4,-4,1,-7,0,4162.191,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,152,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:29:01.497972,ALG_000010,deepmind_math,ALG,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,f = -4,-4,1,-7,0,4160.535,0,7783.00,9339.00,1556.00,38.90,E3,200,,5,stop,152,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:29:24.550532,WP_000001,gsm8k,WP,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,"Each adult gets 6 chocolate bars, so 4 adults will get a total of 4 * 6 = 24 chocolate bars.",,0,2,0,23051.875,0,7783.00,9339.00,1556.00,38.90,E8,200,,28,stop,350,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:29:47.698598,WP_000001,gsm8k,WP,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,"Each adult gets 6 chocolate bars, so 4 adults will get a total of 4 * 6 = 24 chocolate bars.",,0,2,0,23047.500,0,7783.00,9339.00,1556.00,38.90,E8,200,,28,stop,350,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:30:10.853053,WP_000001,gsm8k,WP,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,"Each adult gets 6 chocolate bars, so 4 adults will get a total of 4 * 6 = 24 chocolate bars.",,0,2,0,23053.617,0,7783.00,9339.00,1556.00,38.90,E8,200,,28,stop,350,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:30:17.553588,WP_000002,gsm8k,WP,industry_tier1_40_v2,v1_a2_nogrammar,1,A2,0,none,30,PT3_phi_chat,P3_numeric_context,"Jean paid $45,000. ",45000,1,27000,0,6699.945,0,7783.00,9339.00,1556.00,38.90,E5,200,,8,stop,460,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:30:24.309661,WP_000002,gsm8k,WP,industry_tier1_40_v2,v1_a2_nogrammar,2,A2,0,none,30,PT3_phi_chat,P3_numeric_context,"Jean paid $45,000. ",45000,1,27000,0,6655.496,0,7783.00,9339.00,1556.00,38.90,E5,200,,8,stop,460,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_nogrammar_20260221_182111,2026-02-21T18:30:31.114927,WP_000002,gsm8k,WP,industry_tier1_40_v2,v1_a2_nogrammar,3,A2,0,none,30,PT3_phi_chat,P3_numeric_context,"Jean paid $45,000. ",45000,1,27000,0,6704.729,0,7783.00,9339.00,1556.00,38.90,E5,200,,8,stop,460,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
