id,category,variant,trial,status,latency_wall_s,latency_compute_s,expected_answer,final_output,correct,log_file
LOG01,LOG,phi2_server_grammar,1,ok,1.5593,1.5542,Yes,Yes,1,runs_server/20251221_180858/logs/LOG01__phi2_server_grammar__t1.json
LOG02,LOG,phi2_server_nogrammar,1,ok,11.6653,11.6385,No,Yes,0,runs_server/20251221_180858/logs/LOG02__phi2_server_nogrammar__t1.json
LOG02,LOG,phi2_server_grammar,1,ok,1.6251,1.6199,No,Yes,0,runs_server/20251221_180858/logs/LOG02__phi2_server_grammar__t1.json
LOG03,LOG,phi2_server_nogrammar,1,ok,12.9798,12.9564,No,Yes,0,runs_server/20251221_180858/logs/LOG03__phi2_server_nogrammar__t1.json
LOG03,LOG,phi2_server_grammar,1,ok,1.6008,1.5959,No,Yes,0,runs_server/20251221_180858/logs/LOG03__phi2_server_grammar__t1.json
LOG04,LOG,phi2_server_nogrammar,1,ok,8.6422,8.6172,Yes,Yes,1,runs_server/20251221_180858/logs/LOG04__phi2_server_nogrammar__t1.json
LOG04,LOG,phi2_server_grammar,1,ok,1.6336,1.6267,Yes,Yes,1,runs_server/20251221_180858/logs/LOG04__phi2_server_grammar__t1.json
LOG05,LOG,phi2_server_nogrammar,1,ok,8.0802,8.0400,Yes,Yes,1,runs_server/20251221_180858/logs/LOG05__phi2_server_nogrammar__t1.json
LOG05,LOG,phi2_server_grammar,1,ok,1.5612,1.5534,Yes,Yes,1,runs_server/20251221_180858/logs/LOG05__phi2_server_grammar__t1.json
LOG06,LOG,phi2_server_nogrammar,1,ok,12.3976,12.3760,Yes,Yes,1,runs_server/20251221_180858/logs/LOG06__phi2_server_nogrammar__t1.json
LOG06,LOG,phi2_server_grammar,1,ok,1.6540,1.6470,Yes,Yes,1,runs_server/20251221_180858/logs/LOG06__phi2_server_grammar__t1.json
LOG07,LOG,phi2_server_nogrammar,1,ok,13.4695,13.4190,No,No,1,runs_server/20251221_180858/logs/LOG07__phi2_server_nogrammar__t1.json
LOG07,LOG,phi2_server_grammar,1,ok,1.5618,1.5564,No,No,1,runs_server/20251221_180858/logs/LOG07__phi2_server_grammar__t1.json
LOG08,LOG,phi2_server_nogrammar,1,ok,15.3640,15.3369,No,Yes,0,runs_server/20251221_180858/logs/LOG08__phi2_server_nogrammar__t1.json
LOG08,LOG,phi2_server_grammar,1,ok,1.7025,1.6940,No,Yes,0,runs_server/20251221_180858/logs/LOG08__phi2_server_grammar__t1.json
LOG09,LOG,phi2_server_nogrammar,1,ok,11.7387,11.7103,No,No,1,runs_server/20251221_180858/logs/LOG09__phi2_server_nogrammar__t1.json
LOG09,LOG,phi2_server_grammar,1,ok,1.6321,1.6271,No,No,1,runs_server/20251221_180858/logs/LOG09__phi2_server_grammar__t1.json
LOG10,LOG,phi2_server_nogrammar,1,ok,12.7468,12.7223,Yes,No,0,runs_server/20251221_180858/logs/LOG10__phi2_server_nogrammar__t1.json
LOG10,LOG,phi2_server_grammar,1,ok,1.6099,1.6020,Yes,No,0,runs_server/20251221_180858/logs/LOG10__phi2_server_grammar__t1.json
WP01,WP,phi2_server_nogrammar,1,ok,11.3263,11.3021,48,48,1,runs_server/20251221_180858/logs/WP01__phi2_server_nogrammar__t1.json
WP01,WP,phi2_server_grammar,1,ok,1.6028,1.5977,48,48,1,runs_server/20251221_180858/logs/WP01__phi2_server_grammar__t1.json
WP02,WP,phi2_server_nogrammar,1,ok,9.1720,9.1457,40,40,1,runs_server/20251221_180858/logs/WP02__phi2_server_nogrammar__t1.json
WP02,WP,phi2_server_grammar,1,ok,1.6278,1.6226,40,40,1,runs_server/20251221_180858/logs/WP02__phi2_server_grammar__t1.json
WP03,WP,phi2_server_nogrammar,1,ok,9.6668,9.6443,18,18,1,runs_server/20251221_180858/logs/WP03__phi2_server_nogrammar__t1.json
WP03,WP,phi2_server_grammar,1,ok,1.6612,1.6563,18,18,1,runs_server/20251221_180858/logs/WP03__phi2_server_grammar__t1.json
WP04,WP,phi2_server_nogrammar,1,ok,11.2530,11.2307,30,30,1,runs_server/20251221_180858/logs/WP04__phi2_server_nogrammar__t1.json
WP04,WP,phi2_server_grammar,1,ok,1.6265,1.6213,30,30,1,runs_server/20251221_180858/logs/WP04__phi2_server_grammar__t1.json
WP05,WP,phi2_server_nogrammar,1,ok,10.5268,10.5013,2,2,1,runs_server/20251221_180858/logs/WP05__phi2_server_nogrammar__t1.json
WP05,WP,phi2_server_grammar,1,ok,2.2272,2.2219,2,2,1,runs_server/20251221_180858/logs/WP05__phi2_server_grammar__t1.json
WP06,WP,phi2_server_nogrammar,1,ok,10.3417,10.3172,10,10,1,runs_server/20251221_180858/logs/WP06__phi2_server_nogrammar__t1.json
WP06,WP,phi2_server_grammar,1,ok,1.5964,1.5912,10,10,1,runs_server/20251221_180858/logs/WP06__phi2_server_grammar__t1.json
WP07,WP,phi2_server_nogrammar,1,ok,9.9891,9.9625,4,4,1,runs_server/20251221_180858/logs/WP07__phi2_server_nogrammar__t1.json
WP07,WP,phi2_server_grammar,1,ok,1.6535,1.6457,4,4,1,runs_server/20251221_180858/logs/WP07__phi2_server_grammar__t1.json
WP08,WP,phi2_server_nogrammar,1,ok,11.2085,11.1851,35,35,1,runs_server/20251221_180858/logs/WP08__phi2_server_nogrammar__t1.json
WP08,WP,phi2_server_grammar,1,ok,1.5967,1.5915,35,35,1,runs_server/20251221_180858/logs/WP08__phi2_server_grammar__t1.json
WP09,WP,phi2_server_nogrammar,1,ok,10.8931,10.8679,30,30,1,runs_server/20251221_180858/logs/WP09__phi2_server_nogrammar__t1.json
WP09,WP,phi2_server_grammar,1,ok,1.7075,1.7026,30,30,1,runs_server/20251221_180858/logs/WP09__phi2_server_grammar__t1.json
WP10,WP,phi2_server_nogrammar,1,ok,10.0969,10.0709,120,120,1,runs_server/20251221_180858/logs/WP10__phi2_server_nogrammar__t1.json
WP10,WP,phi2_server_grammar,1,ok,1.6072,1.5991,120,120,1,runs_server/20251221_180858/logs/WP10__phi2_server_grammar__t1.json
AR11,AR,phi2_server_nogrammar,1,ok,7.6381,7.6093,180,240,0,runs_server/20251221_180858/logs/AR11__phi2_server_nogrammar__t1.json
AR11,AR,phi2_server_grammar,1,ok,1.6096,1.6020,180,240,0,runs_server/20251221_180858/logs/AR11__phi2_server_grammar__t1.json
AR12,AR,phi2_server_nogrammar,1,ok,9.0164,8.9959,227,443,0,runs_server/20251221_180858/logs/AR12__phi2_server_nogrammar__t1.json
AR12,AR,phi2_server_grammar,1,ok,3.9243,3.9194,227,443,0,runs_server/20251221_180858/logs/AR12__phi2_server_grammar__t1.json
AR13,AR,phi2_server_nogrammar,1,ok,6.1974,6.1764,23,23,1,runs_server/20251221_180858/logs/AR13__phi2_server_nogrammar__t1.json
AR13,AR,phi2_server_grammar,1,ok,1.6869,1.6796,23,23,1,runs_server/20251221_180858/logs/AR13__phi2_server_grammar__t1.json
AR14,AR,phi2_server_nogrammar,1,ok,6.6401,6.6212,4524,4446,0,runs_server/20251221_180858/logs/AR14__phi2_server_nogrammar__t1.json
AR14,AR,phi2_server_grammar,1,ok,2.3239,2.3173,4524,4446,0,runs_server/20251221_180858/logs/AR14__phi2_server_grammar__t1.json
AR15,AR,phi2_server_nogrammar,1,ok,9.3019,9.2828,931,589,0,runs_server/20251221_180858/logs/AR15__phi2_server_nogrammar__t1.json
AR15,AR,phi2_server_grammar,1,ok,2.1408,2.1359,931,589,0,runs_server/20251221_180858/logs/AR15__phi2_server_grammar__t1.json
AR16,AR,phi2_server_nogrammar,1,ok,6.3499,6.3274,25,25,1,runs_server/20251221_180858/logs/AR16__phi2_server_nogrammar__t1.json
AR16,AR,phi2_server_grammar,1,ok,1.6222,1.6168,25,25,1,runs_server/20251221_180858/logs/AR16__phi2_server_grammar__t1.json
AR17,AR,phi2_server_nogrammar,1,ok,7.8315,7.8070,90,90,1,runs_server/20251221_180858/logs/AR17__phi2_server_nogrammar__t1.json
AR17,AR,phi2_server_grammar,1,ok,1.6207,1.6157,90,90,1,runs_server/20251221_180858/logs/AR17__phi2_server_grammar__t1.json
AR18,AR,phi2_server_nogrammar,1,ok,7.9075,7.8843,499,441,0,runs_server/20251221_180858/logs/AR18__phi2_server_nogrammar__t1.json
AR18,AR,phi2_server_grammar,1,ok,2.2696,2.2619,499,441,0,runs_server/20251221_180858/logs/AR18__phi2_server_grammar__t1.json
AR19,AR,phi2_server_nogrammar,1,ok,7.3277,7.2997,8,8,1,runs_server/20251221_180858/logs/AR19__phi2_server_nogrammar__t1.json
AR19,AR,phi2_server_grammar,1,ok,1.6614,1.6563,8,8,1,runs_server/20251221_180858/logs/AR19__phi2_server_grammar__t1.json
AR20,AR,phi2_server_nogrammar,1,ok,6.9979,6.9776,130,130,1,runs_server/20251221_180858/logs/AR20__phi2_server_nogrammar__t1.json
AR20,AR,phi2_server_grammar,1,ok,1.7161,1.7099,130,130,1,runs_server/20251221_180858/logs/AR20__phi2_server_grammar__t1.json
AR21,AR,phi2_server_nogrammar,1,ok,7.4290,7.4052,152,160,0,runs_server/20251221_180858/logs/AR21__phi2_server_nogrammar__t1.json
AR21,AR,phi2_server_grammar,1,ok,1.5870,1.5820,152,160,0,runs_server/20251221_180858/logs/AR21__phi2_server_grammar__t1.json
AR22,AR,phi2_server_nogrammar,1,ok,7.6255,7.6125,97,-115,0,runs_server/20251221_180858/logs/AR22__phi2_server_nogrammar__t1.json
AR22,AR,phi2_server_grammar,1,ok,2.2523,2.2473,97,-115,0,runs_server/20251221_180858/logs/AR22__phi2_server_grammar__t1.json
AR23,AR,phi2_server_nogrammar,1,ok,6.3095,6.2898,10,10,1,runs_server/20251221_180858/logs/AR23__phi2_server_nogrammar__t1.json
AR23,AR,phi2_server_grammar,1,ok,1.6651,1.6594,10,10,1,runs_server/20251221_180858/logs/AR23__phi2_server_grammar__t1.json
AR24,AR,phi2_server_nogrammar,1,ok,6.9240,6.9013,2660,2660,1,runs_server/20251221_180858/logs/AR24__phi2_server_nogrammar__t1.json
AR24,AR,phi2_server_grammar,1,ok,2.2617,2.2566,2660,2660,1,runs_server/20251221_180858/logs/AR24__phi2_server_grammar__t1.json
AR25,AR,phi2_server_nogrammar,1,ok,8.8681,8.8475,228,312,0,runs_server/20251221_180858/logs/AR25__phi2_server_nogrammar__t1.json
AR25,AR,phi2_server_grammar,1,ok,1.6655,1.6585,228,312,0,runs_server/20251221_180858/logs/AR25__phi2_server_grammar__t1.json
AR26,AR,phi2_server_nogrammar,1,ok,6.9825,6.9605,14641,14641,1,runs_server/20251221_180858/logs/AR26__phi2_server_nogrammar__t1.json
AR26,AR,phi2_server_grammar,1,ok,2.2436,2.2387,14641,14641,1,runs_server/20251221_180858/logs/AR26__phi2_server_grammar__t1.json
AR27,AR,phi2_server_nogrammar,1,ok,8.3922,8.3634,225,1125,0,runs_server/20251221_180858/logs/AR27__phi2_server_nogrammar__t1.json
AR27,AR,phi2_server_grammar,1,ok,2.1460,2.1411,225,1125,0,runs_server/20251221_180858/logs/AR27__phi2_server_grammar__t1.json
AR28,AR,phi2_server_nogrammar,1,ok,8.5482,8.5271,922,998,0,runs_server/20251221_180858/logs/AR28__phi2_server_nogrammar__t1.json
AR28,AR,phi2_server_grammar,1,ok,2.2265,2.2206,922,998,0,runs_server/20251221_180858/logs/AR28__phi2_server_grammar__t1.json
AR29,AR,phi2_server_nogrammar,1,ok,7.5740,7.5482,99,99,1,runs_server/20251221_180858/logs/AR29__phi2_server_nogrammar__t1.json
AR29,AR,phi2_server_grammar,1,ok,1.6265,1.6215,99,99,1,runs_server/20251221_180858/logs/AR29__phi2_server_grammar__t1.json
AR30,AR,phi2_server_nogrammar,1,ok,6.7169,6.6900,8,8,1,runs_server/20251221_180858/logs/AR30__phi2_server_nogrammar__t1.json
AR30,AR,phi2_server_grammar,1,ok,1.7817,1.7731,8,8,1,runs_server/20251221_180858/logs/AR30__phi2_server_grammar__t1.json
AR31,AR,phi2_server_nogrammar,1,ok,7.8342,7.8149,1113,665,0,runs_server/20251221_180858/logs/AR31__phi2_server_nogrammar__t1.json
AR31,AR,phi2_server_grammar,1,ok,2.2319,2.2243,1113,665,0,runs_server/20251221_180858/logs/AR31__phi2_server_grammar__t1.json
AR32,AR,phi2_server_nogrammar,1,ok,7.1158,7.0910,-224,-28,0,runs_server/20251221_180858/logs/AR32__phi2_server_nogrammar__t1.json
AR32,AR,phi2_server_grammar,1,ok,2.2188,2.2115,-224,-28,0,runs_server/20251221_180858/logs/AR32__phi2_server_grammar__t1.json
AR33,AR,phi2_server_nogrammar,1,ok,6.4607,6.4405,19,19,1,runs_server/20251221_180858/logs/AR33__phi2_server_nogrammar__t1.json
AR33,AR,phi2_server_grammar,1,ok,1.7241,1.7167,19,19,1,runs_server/20251221_180858/logs/AR33__phi2_server_grammar__t1.json
AR34,AR,phi2_server_nogrammar,1,ok,6.7878,6.7730,8645,8555,0,runs_server/20251221_180858/logs/AR34__phi2_server_nogrammar__t1.json
AR34,AR,phi2_server_grammar,1,ok,2.2957,2.2859,8645,8555,0,runs_server/20251221_180858/logs/AR34__phi2_server_grammar__t1.json
AR35,AR,phi2_server_nogrammar,1,ok,9.5585,9.5395,1264,992,0,runs_server/20251221_180858/logs/AR35__phi2_server_nogrammar__t1.json
AR35,AR,phi2_server_grammar,1,ok,2.2098,2.2023,1264,992,0,runs_server/20251221_180858/logs/AR35__phi2_server_grammar__t1.json
AR36,AR,phi2_server_nogrammar,1,ok,6.3523,6.3301,10000,10000,1,runs_server/20251221_180858/logs/AR36__phi2_server_nogrammar__t1.json
AR36,AR,phi2_server_grammar,1,ok,1.6516,1.6449,10000,10000,1,runs_server/20251221_180858/logs/AR36__phi2_server_grammar__t1.json
AR37,AR,phi2_server_nogrammar,1,ok,7.9646,7.9442,27,27,1,runs_server/20251221_180858/logs/AR37__phi2_server_nogrammar__t1.json
AR37,AR,phi2_server_grammar,1,ok,1.7421,1.7322,27,27,1,runs_server/20251221_180858/logs/AR37__phi2_server_grammar__t1.json
AR38,AR,phi2_server_nogrammar,1,ok,7.9765,7.9555,649,657,0,runs_server/20251221_180858/logs/AR38__phi2_server_nogrammar__t1.json
AR38,AR,phi2_server_grammar,1,ok,2.2565,2.2514,649,657,0,runs_server/20251221_180858/logs/AR38__phi2_server_grammar__t1.json
AR39,AR,phi2_server_nogrammar,1,ok,7.4467,7.4261,31,31,1,runs_server/20251221_180858/logs/AR39__phi2_server_nogrammar__t1.json
AR39,AR,phi2_server_grammar,1,ok,1.7334,1.7287,31,31,1,runs_server/20251221_180858/logs/AR39__phi2_server_grammar__t1.json
AR40,AR,phi2_server_nogrammar,1,ok,6.7314,6.7068,41,41,1,runs_server/20251221_180858/logs/AR40__phi2_server_nogrammar__t1.json
AR40,AR,phi2_server_grammar,1,ok,1.7646,1.7594,41,41,1,runs_server/20251221_180858/logs/AR40__phi2_server_grammar__t1.json
AR41,AR,phi2_server_nogrammar,1,ok,8.0926,8.0706,696,896,0,runs_server/20251221_180858/logs/AR41__phi2_server_nogrammar__t1.json
AR41,AR,phi2_server_grammar,1,ok,2.2579,2.2509,696,896,0,runs_server/20251221_180858/logs/AR41__phi2_server_grammar__t1.json
AR42,AR,phi2_server_nogrammar,1,ok,7.1563,7.1185,281,287,0,runs_server/20251221_180858/logs/AR42__phi2_server_nogrammar__t1.json
AR42,AR,phi2_server_grammar,1,ok,1.6315,1.6234,281,287,0,runs_server/20251221_180858/logs/AR42__phi2_server_grammar__t1.json
AR43,AR,phi2_server_nogrammar,1,ok,6.4363,6.4189,22,22,1,runs_server/20251221_180858/logs/AR43__phi2_server_nogrammar__t1.json
AR43,AR,phi2_server_grammar,1,ok,1.7844,1.7750,22,22,1,runs_server/20251221_180858/logs/AR43__phi2_server_grammar__t1.json
AR44,AR,phi2_server_nogrammar,1,ok,6.8116,6.7920,5040,5040,1,runs_server/20251221_180858/logs/AR44__phi2_server_nogrammar__t1.json
AR44,AR,phi2_server_grammar,1,ok,2.3285,2.3190,5040,5040,1,runs_server/20251221_180858/logs/AR44__phi2_server_grammar__t1.json
AR45,AR,phi2_server_nogrammar,1,ok,9.0596,9.0269,330,550,0,runs_server/20251221_180858/logs/AR45__phi2_server_nogrammar__t1.json
AR45,AR,phi2_server_grammar,1,ok,1.6975,1.6924,330,550,0,runs_server/20251221_180858/logs/AR45__phi2_server_grammar__t1.json
AR46,AR,phi2_server_nogrammar,1,ok,2.2740,2.2481,14641,14641,1,runs_server/20251221_180858/logs/AR46__phi2_server_nogrammar__t1.json
AR46,AR,phi2_server_grammar,1,ok,2.2836,2.2759,14641,14641,1,runs_server/20251221_180858/logs/AR46__phi2_server_grammar__t1.json
AR47,AR,phi2_server_nogrammar,1,ok,8.3512,8.3383,474,456,0,runs_server/20251221_180858/logs/AR47__phi2_server_nogrammar__t1.json
AR47,AR,phi2_server_grammar,1,ok,2.2908,2.2857,474,456,0,runs_server/20251221_180858/logs/AR47__phi2_server_grammar__t1.json
AR48,AR,phi2_server_nogrammar,1,ok,8.3055,8.2762,657,567,0,runs_server/20251221_180858/logs/AR48__phi2_server_nogrammar__t1.json
AR48,AR,phi2_server_grammar,1,ok,2.3039,2.2960,657,567,0,runs_server/20251221_180858/logs/AR48__phi2_server_grammar__t1.json
AR49,AR,phi2_server_nogrammar,1,ok,7.4880,7.4674,180,180,1,runs_server/20251221_180858/logs/AR49__phi2_server_nogrammar__t1.json
AR49,AR,phi2_server_grammar,1,ok,1.7000,1.6920,180,180,1,runs_server/20251221_180858/logs/AR49__phi2_server_grammar__t1.json
AR50,AR,phi2_server_nogrammar,1,ok,6.7316,6.7064,98,108,0,runs_server/20251221_180858/logs/AR50__phi2_server_nogrammar__t1.json
AR50,AR,phi2_server_grammar,1,ok,1.8011,1.7933,98,108,0,runs_server/20251221_180858/logs/AR50__phi2_server_grammar__t1.json
AR51,AR,phi2_server_nogrammar,1,ok,8.0628,8.0431,1116,918,0,runs_server/20251221_180858/logs/AR51__phi2_server_nogrammar__t1.json
AR51,AR,phi2_server_grammar,1,ok,2.2818,2.2739,1116,918,0,runs_server/20251221_180858/logs/AR51__phi2_server_grammar__t1.json
AR52,AR,phi2_server_nogrammar,1,ok,7.7520,7.7296,32,-28,0,runs_server/20251221_180858/logs/AR52__phi2_server_nogrammar__t1.json
AR52,AR,phi2_server_grammar,1,ok,2.1563,2.1485,32,-28,0,runs_server/20251221_180858/logs/AR52__phi2_server_grammar__t1.json
AR53,AR,phi2_server_nogrammar,1,ok,6.4170,6.4034,27,27,1,runs_server/20251221_180858/logs/AR53__phi2_server_nogrammar__t1.json
AR53,AR,phi2_server_grammar,1,ok,1.6911,1.6860,27,27,1,runs_server/20251221_180858/logs/AR53__phi2_server_grammar__t1.json
AR54,AR,phi2_server_nogrammar,1,ok,6.4218,6.4012,504,504,1,runs_server/20251221_180858/logs/AR54__phi2_server_nogrammar__t1.json
AR54,AR,phi2_server_grammar,1,ok,1.6794,1.6715,504,504,1,runs_server/20251221_180858/logs/AR54__phi2_server_grammar__t1.json
AR55,AR,phi2_server_nogrammar,1,ok,8.4497,8.4214,912,882,0,runs_server/20251221_180858/logs/AR55__phi2_server_nogrammar__t1.json
AR55,AR,phi2_server_grammar,1,ok,2.2943,2.2893,912,882,0,runs_server/20251221_180858/logs/AR55__phi2_server_grammar__t1.json
AR56,AR,phi2_server_nogrammar,1,ok,2.2967,2.2686,14641,14641,1,runs_server/20251221_180858/logs/AR56__phi2_server_nogrammar__t1.json
AR56,AR,phi2_server_grammar,1,ok,2.2605,2.2528,14641,14641,1,runs_server/20251221_180858/logs/AR56__phi2_server_grammar__t1.json
AR57,AR,phi2_server_nogrammar,1,ok,8.1111,8.0991,204,306,0,runs_server/20251221_180858/logs/AR57__phi2_server_nogrammar__t1.json
AR57,AR,phi2_server_grammar,1,ok,1.6595,1.6546,204,306,0,runs_server/20251221_180858/logs/AR57__phi2_server_grammar__t1.json
AR58,AR,phi2_server_nogrammar,1,ok,8.5387,8.5255,675,707,0,runs_server/20251221_180858/logs/AR58__phi2_server_nogrammar__t1.json
AR58,AR,phi2_server_grammar,1,ok,2.3476,2.3381,675,707,0,runs_server/20251221_180858/logs/AR58__phi2_server_grammar__t1.json
AR59,AR,phi2_server_nogrammar,1,ok,6.9853,6.9398,55,55,1,runs_server/20251221_180858/logs/AR59__phi2_server_nogrammar__t1.json
AR59,AR,phi2_server_grammar,1,ok,1.6817,1.6751,55,55,1,runs_server/20251221_180858/logs/AR59__phi2_server_grammar__t1.json
AR60,AR,phi2_server_nogrammar,1,ok,6.7617,6.7330,108,108,1,runs_server/20251221_180858/logs/AR60__phi2_server_nogrammar__t1.json
AR60,AR,phi2_server_grammar,1,ok,1.6914,1.6864,108,108,1,runs_server/20251221_180858/logs/AR60__phi2_server_grammar__t1.json
AR61,AR,phi2_server_nogrammar,1,ok,8.1960,8.1786,408,846,0,runs_server/20251221_180858/logs/AR61__phi2_server_nogrammar__t1.json
AR61,AR,phi2_server_grammar,1,ok,2.3248,2.3181,408,846,0,runs_server/20251221_180858/logs/AR61__phi2_server_grammar__t1.json
AR62,AR,phi2_server_nogrammar,1,ok,7.1298,7.0912,259,293,0,runs_server/20251221_180858/logs/AR62__phi2_server_nogrammar__t1.json
AR62,AR,phi2_server_grammar,1,ok,1.6729,1.6632,259,293,0,runs_server/20251221_180858/logs/AR62__phi2_server_grammar__t1.json
AR63,AR,phi2_server_nogrammar,1,ok,6.5213,6.4995,17,17,1,runs_server/20251221_180858/logs/AR63__phi2_server_nogrammar__t1.json
