prompt_id,category,dataset_name,dataset_source,dataset_version,source_split,source_record_id,source_type,field_map_version,prompt_text,ground_truth,source_answer_raw,source_module,source_meta_json
AR_000111,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mixed_easy_344858,dataset_raw,fm_v1.0,Evaluate (5 - (-6)/(-2))*4.,8,8,arithmetic__mixed,"{""pair_idx"": 344858, ""module"": ""arithmetic__mixed"", ""difficulty"": ""train-easy""}"
AR_000112,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_or_sub_easy_294089,dataset_raw,fm_v1.0,What is 1 + -19964?,-19963,-19963,arithmetic__add_or_sub,"{""pair_idx"": 294089, ""module"": ""arithmetic__add_or_sub"", ""difficulty"": ""train-easy""}"
AR_000113,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mul_easy_353738,dataset_raw,fm_v1.0,Calculate 14*-3.,-42,-42,arithmetic__mul,"{""pair_idx"": 353738, ""module"": ""arithmetic__mul"", ""difficulty"": ""train-easy""}"
AR_000114,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mixed_easy_490586,dataset_raw,fm_v1.0,What is (2/3)/(10/(-45))?,-3,-3,arithmetic__mixed,"{""pair_idx"": 490586, ""module"": ""arithmetic__mixed"", ""difficulty"": ""train-easy""}"
AR_000115,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mul_easy_7317,dataset_raw,fm_v1.0,Multiply 3 and 641.,1923,1923,arithmetic__mul,"{""pair_idx"": 7317, ""module"": ""arithmetic__mul"", ""difficulty"": ""train-easy""}"
AR_000116,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_21658,dataset_raw,fm_v1.0,Calculate -5 - (0 - (0 + 3)).,-2,-2,arithmetic__add_sub_multiple,"{""pair_idx"": 21658, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000117,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mixed_easy_292371,dataset_raw,fm_v1.0,Calculate -5*((-1)/3 - (-11)/15).,-2,-2,arithmetic__mixed,"{""pair_idx"": 292371, ""module"": ""arithmetic__mixed"", ""difficulty"": ""train-easy""}"
AR_000118,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_221538,dataset_raw,fm_v1.0,What is 0 + (-6 - -14) - 9?,-1,-1,arithmetic__add_sub_multiple,"{""pair_idx"": 221538, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000119,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mixed_easy_155727,dataset_raw,fm_v1.0,Calculate (-16)/12*(6/(-3) - 1).,4,4,arithmetic__mixed,"{""pair_idx"": 155727, ""module"": ""arithmetic__mixed"", ""difficulty"": ""train-easy""}"
AR_000120,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mixed_easy_527024,dataset_raw,fm_v1.0,What is 1 - -4 - 30/(-3 + 9)?,0,0,arithmetic__mixed,"{""pair_idx"": 527024, ""module"": ""arithmetic__mixed"", ""difficulty"": ""train-easy""}"
AR_000121,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_538496,dataset_raw,fm_v1.0,-13 + 8 - 6 - -11,0,0,arithmetic__add_sub_multiple,"{""pair_idx"": 538496, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000122,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_655211,dataset_raw,fm_v1.0,What is -5 + 15 + -7 + -1?,2,2,arithmetic__add_sub_multiple,"{""pair_idx"": 655211, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000123,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_or_sub_easy_534161,dataset_raw,fm_v1.0,Add -9494 and 2.,-9492,-9492,arithmetic__add_or_sub,"{""pair_idx"": 534161, ""module"": ""arithmetic__add_or_sub"", ""difficulty"": ""train-easy""}"
AR_000124,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mul_easy_92388,dataset_raw,fm_v1.0,What is -90 times 0.5?,-45,-45,arithmetic__mul,"{""pair_idx"": 92388, ""module"": ""arithmetic__mul"", ""difficulty"": ""train-easy""}"
AR_000125,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mixed_easy_272983,dataset_raw,fm_v1.0,Evaluate (1 - 4/10)*(-109 - -114).,3,3,arithmetic__mixed,"{""pair_idx"": 272983, ""module"": ""arithmetic__mixed"", ""difficulty"": ""train-easy""}"
AR_000126,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_180075,dataset_raw,fm_v1.0,Calculate 2 + (8 + -9 - 6).,-5,-5,arithmetic__add_sub_multiple,"{""pair_idx"": 180075, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000127,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_439834,dataset_raw,fm_v1.0,What is (-4 - -1) + (-4 - -8)?,1,1,arithmetic__add_sub_multiple,"{""pair_idx"": 439834, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000128,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__div_easy_561822,dataset_raw,fm_v1.0,7887 divided by 11,717,717,arithmetic__div,"{""pair_idx"": 561822, ""module"": ""arithmetic__div"", ""difficulty"": ""train-easy""}"
AR_000129,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_634314,dataset_raw,fm_v1.0,Calculate 15 + -15 + 0 + 6.,6,6,arithmetic__add_sub_multiple,"{""pair_idx"": 634314, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000130,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_32819,dataset_raw,fm_v1.0,What is the value of -3 + 3 + -1 + 4 + 1?,4,4,arithmetic__add_sub_multiple,"{""pair_idx"": 32819, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000131,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_471390,dataset_raw,fm_v1.0,Calculate 0 + 4 + -11 + 3 - -2.,-2,-2,arithmetic__add_sub_multiple,"{""pair_idx"": 471390, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000132,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_341824,dataset_raw,fm_v1.0,What is the value of (8 - 4) + -4 + 1?,1,1,arithmetic__add_sub_multiple,"{""pair_idx"": 341824, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000133,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_or_sub_easy_131727,dataset_raw,fm_v1.0,Total of 6 and 2926.,2932,2932,arithmetic__add_or_sub,"{""pair_idx"": 131727, ""module"": ""arithmetic__add_or_sub"", ""difficulty"": ""train-easy""}"
AR_000134,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mul_easy_96027,dataset_raw,fm_v1.0,19.8 * 20,396,396,arithmetic__mul,"{""pair_idx"": 96027, ""module"": ""arithmetic__mul"", ""difficulty"": ""train-easy""}"
AR_000135,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_575185,dataset_raw,fm_v1.0,Evaluate -7 + 9 + (-15 - -9).,-4,-4,arithmetic__add_sub_multiple,"{""pair_idx"": 575185, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000136,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mixed_easy_124574,dataset_raw,fm_v1.0,Calculate (30/5)/(-1 + -1).,-3,-3,arithmetic__mixed,"{""pair_idx"": 124574, ""module"": ""arithmetic__mixed"", ""difficulty"": ""train-easy""}"
AR_000137,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_87307,dataset_raw,fm_v1.0,What is the value of (-3 - 1) + (13 - 10) + -1?,-2,-2,arithmetic__add_sub_multiple,"{""pair_idx"": 87307, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000138,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__div_easy_292207,dataset_raw,fm_v1.0,Divide 4564 by 2.,2282,2282,arithmetic__div,"{""pair_idx"": 292207, ""module"": ""arithmetic__div"", ""difficulty"": ""train-easy""}"
AR_000139,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mixed_easy_180592,dataset_raw,fm_v1.0,(-8)/(-10)*((-7)/2 - -1),-2,-2,arithmetic__mixed,"{""pair_idx"": 180592, ""module"": ""arithmetic__mixed"", ""difficulty"": ""train-easy""}"
AR_000140,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_529134,dataset_raw,fm_v1.0,What is 7 + -13 - (2 + -6)?,-2,-2,arithmetic__add_sub_multiple,"{""pair_idx"": 529134, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000141,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_or_sub_easy_519453,dataset_raw,fm_v1.0,-2441 + -15,-2456,-2456,arithmetic__add_or_sub,"{""pair_idx"": 519453, ""module"": ""arithmetic__add_or_sub"", ""difficulty"": ""train-easy""}"
AR_000142,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_452318,dataset_raw,fm_v1.0,What is -2 - ((2 - 1) + -8)?,5,5,arithmetic__add_sub_multiple,"{""pair_idx"": 452318, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000143,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_317321,dataset_raw,fm_v1.0,What is 5 - (4 + (0 - 7) - -5)?,3,3,arithmetic__add_sub_multiple,"{""pair_idx"": 317321, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000144,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mixed_easy_637644,dataset_raw,fm_v1.0,135/(-81) - 4/(-6),-1,-1,arithmetic__mixed,"{""pair_idx"": 637644, ""module"": ""arithmetic__mixed"", ""difficulty"": ""train-easy""}"
AR_000145,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_240169,dataset_raw,fm_v1.0,1 - (-1 + -2 - -1),3,3,arithmetic__add_sub_multiple,"{""pair_idx"": 240169, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000146,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_168765,dataset_raw,fm_v1.0,Evaluate 0 - -4 - 9 - -1.,-4,-4,arithmetic__add_sub_multiple,"{""pair_idx"": 168765, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000147,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__add_sub_multiple_easy_394600,dataset_raw,fm_v1.0,Evaluate 8 + -15 + 2 + 4.,-1,-1,arithmetic__add_sub_multiple,"{""pair_idx"": 394600, ""module"": ""arithmetic__add_sub_multiple"", ""difficulty"": ""train-easy""}"
AR_000148,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mixed_easy_302994,dataset_raw,fm_v1.0,What is the value of (8/6*-1)/((-1)/3)?,4,4,arithmetic__mixed,"{""pair_idx"": 302994, ""module"": ""arithmetic__mixed"", ""difficulty"": ""train-easy""}"
AR_000149,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mul_easy_608532,dataset_raw,fm_v1.0,-41*121,-4961,-4961,arithmetic__mul,"{""pair_idx"": 608532, ""module"": ""arithmetic__mul"", ""difficulty"": ""train-easy""}"
AR_000150,AR,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,arithmetic__mixed_easy_6550,dataset_raw,fm_v1.0,What is the value of ((-100)/(-80))/(4/(-16))?,-5,-5,arithmetic__mixed,"{""pair_idx"": 6550, ""module"": ""arithmetic__mixed"", ""difficulty"": ""train-easy""}"
ALG_000101,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_2d_easy_294011,dataset_raw,fm_v1.0,"Solve 3*m + a = -0 + 9, 0 = m + 3*a - 11 for m.",2,2,algebra__linear_2d,"{""pair_idx"": 294011, ""module"": ""algebra__linear_2d"", ""difficulty"": ""train-easy""}"
ALG_000102,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_2d_easy_279928,dataset_raw,fm_v1.0,"Solve -2*h - z = -1, -20 = -4*h - 14*z + 18*z for h.",2,2,algebra__linear_2d,"{""pair_idx"": 279928, ""module"": ""algebra__linear_2d"", ""difficulty"": ""train-easy""}"
ALG_000103,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_292841,dataset_raw,fm_v1.0,Solve -12*v = 4*v + v for v.,0,0,algebra__linear_1d,"{""pair_idx"": 292841, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000104,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_547207,dataset_raw,fm_v1.0,Solve -8 + 18 = -2*s for s.,-5,-5,algebra__linear_1d,"{""pair_idx"": 547207, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000105,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_45116,dataset_raw,fm_v1.0,Solve 51 = z + 54 for z.,-3,-3,algebra__linear_1d,"{""pair_idx"": 45116, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000106,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_292857,dataset_raw,fm_v1.0,Solve -32 - 12 = 11*w for w.,-4,-4,algebra__linear_1d,"{""pair_idx"": 292857, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000107,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__polynomial_roots_easy_545902,dataset_raw,fm_v1.0,Solve 2*y**2 + 696*y + 60552 = 0 for y.,-174,-174,algebra__polynomial_roots,"{""pair_idx"": 545902, ""module"": ""algebra__polynomial_roots"", ""difficulty"": ""train-easy""}"
ALG_000108,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_2d_easy_285859,dataset_raw,fm_v1.0,"Solve 0*w - 5*w - 3*p = 21, -4*w + p = 10 for w.",-3,-3,algebra__linear_2d,"{""pair_idx"": 285859, ""module"": ""algebra__linear_2d"", ""difficulty"": ""train-easy""}"
ALG_000109,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__polynomial_roots_easy_423343,dataset_raw,fm_v1.0,"Determine c, given that -c**2/2 + 2742*c - 3759282 = 0.",2742,2742,algebra__polynomial_roots,"{""pair_idx"": 423343, ""module"": ""algebra__polynomial_roots"", ""difficulty"": ""train-easy""}"
ALG_000111,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_486634,dataset_raw,fm_v1.0,Solve -m - 17 = -14 for m.,-3,-3,algebra__linear_1d,"{""pair_idx"": 486634, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000112,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_400182,dataset_raw,fm_v1.0,Solve -2*c - 63 = -57 for c.,-3,-3,algebra__linear_1d,"{""pair_idx"": 400182, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000113,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_231524,dataset_raw,fm_v1.0,Solve 6*t = -53 + 59 for t.,1,1,algebra__linear_1d,"{""pair_idx"": 231524, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000114,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_635449,dataset_raw,fm_v1.0,Solve 20 = -33*f + 53 for f.,1,1,algebra__linear_1d,"{""pair_idx"": 635449, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000115,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_628675,dataset_raw,fm_v1.0,Solve -d + 0 = -1 for d.,1,1,algebra__linear_1d,"{""pair_idx"": 628675, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000116,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_81,dataset_raw,fm_v1.0,Solve 0 = -9*n - n - 50 for n.,-5,-5,algebra__linear_1d,"{""pair_idx"": 81, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000117,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_405435,dataset_raw,fm_v1.0,Solve 2*o + 153 - 159 = 0 for o.,3,3,algebra__linear_1d,"{""pair_idx"": 405435, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000118,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_2d_easy_652244,dataset_raw,fm_v1.0,"Solve 2 + 5 = 2*w + 3*s, 0 = 4*w + 2*s - 10 for w.",2,2,algebra__linear_2d,"{""pair_idx"": 652244, ""module"": ""algebra__linear_2d"", ""difficulty"": ""train-easy""}"
ALG_000119,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_2d_easy_350137,dataset_raw,fm_v1.0,"Solve -2*d - 11 = -5*f, 47*d - 48*d = -2*f + 4 for f.",3,3,algebra__linear_2d,"{""pair_idx"": 350137, ""module"": ""algebra__linear_2d"", ""difficulty"": ""train-easy""}"
ALG_000120,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_582867,dataset_raw,fm_v1.0,Solve 10 - 5 = -y for y.,-5,-5,algebra__linear_1d,"{""pair_idx"": 582867, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000121,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_480402,dataset_raw,fm_v1.0,Solve -28 = 222*s - 215*s for s.,-4,-4,algebra__linear_1d,"{""pair_idx"": 480402, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000123,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_431652,dataset_raw,fm_v1.0,Solve 517 = -22*v + 407 for v.,-5,-5,algebra__linear_1d,"{""pair_idx"": 431652, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
ALG_000124,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_2d_easy_217048,dataset_raw,fm_v1.0,"Solve 2*h - 4*s = 0, h + 9 = -3*h - s for h.",-2,-2,algebra__linear_2d,"{""pair_idx"": 217048, ""module"": ""algebra__linear_2d"", ""difficulty"": ""train-easy""}"
ALG_000125,ALG,deepmind_math,https://storage.googleapis.com/mathematics-dataset/mathematics_dataset-v1.0.tar.gz,v1.0,train-easy,algebra__linear_1d_easy_357594,dataset_raw,fm_v1.0,Solve 4*d - 30 + 34 = 0 for d.,-1,-1,algebra__linear_1d,"{""pair_idx"": 357594, ""module"": ""algebra__linear_1d"", ""difficulty"": ""train-easy""}"
